Interaction ID,Timestamp,User Query,Intent Detected,Bot Response,Response Time (ms),Prediction Accuracy (%),Entity Extraction Accuracy (%),User Sentiment,User Feedback,Conversation Success,User ID,User Type,Region,Device Type,Account Age (months),Is Premium,NPS_Score,NPS_Category
656,2024-12-08 11:03,Analysis of AAPL?,Cryptocurrency Update,AAPL stock remains steady.,175,90,90,Negative,Needs improvement,Failed,U10235,Retail,Europe,Desktop,36,False,3,Detractor
657,2023-08-25 17:05,Any news on AAPL?,Stock Prediction,AAPL stock remains steady.,180,89,91,Neutral,Needs improvement,Failed,U10095,Institutional,North America,Desktop,45,False,7,Passive
658,2021-07-10 15:09,What is your prediction for Forex?,Trading Bot Query,Forex shows balanced trading.,185,88,92,Positive,Helpful,Successful,U10124,Retail,Europe,Desktop,53,False,10,Promoter
659,2021-06-03 16:36,Is Crypto safe to invest in?,Portfolio Management,Crypto markets show mixed performance.,190,87,93,Negative,Needs improvement,Failed,U10044,Institutional,Africa,Tablet,55,True,3,Detractor
660,2020-09-13 13:05,Analysis of AAPL?,Sell Order,AAPL earnings beat expectations.,195,86,94,Positive,Helpful,Successful,U10112,Retail,North America,Mobile,14,False,10,Promoter
661,2023-09-14 11:48,What is your prediction for EUR?,Strategy Advice,EUR is showing mild weakness today.,150,95,90,Positive,Helpful,Successful,U10226,Institutional,South America,Mobile,18,False,10,Promoter
662,2021-08-18 12:31,How is GOOGL trending today?,Buy Order,GOOGL stock is slightly volatile.,155,94,91,Positive,Helpful,Successful,U10142,Institutional,South America,Mobile,1,False,10,Promoter
663,2023-11-19 12:35,How is NASDAQ trending today?,Strategy Advice,NASDAQ shows investor optimism.,160,93,92,Negative,Needs improvement,Failed,U10254,Institutional,North America,Mobile,29,False,3,Detractor
664,2024-12-17 12:15,What's the price of Crypto now?,Stock Prediction,Crypto markets show mixed performance.,165,92,93,Positive,Helpful,Successful,U10090,Institutional,Europe,Desktop,49,True,10,Promoter
665,2020-05-25 15:20,Give me an update on WTI.,Buy Order,WTI is showing high volatility.,170,91,94,Positive,Helpful,Successful,U10212,Institutional,Europe,Mobile,41,False,10,Promoter
666,2024-02-04 15:27,Give me an update on WTI.,Market Analysis,WTI crude sees a price jump.,175,90,90,Positive,Helpful,Successful,U10241,Retail,Middle East,Mobile,7,False,10,Promoter
667,2022-06-07 14:22,What is your prediction for SPX?,Future Investment,SPX is trending upward.,180,89,91,Positive,Helpful,Successful,U10274,Retail,North America,Mobile,3,True,10,Promoter
668,2024-11-01 13:10,What's the trend with XAU?,Price Check,XAU indicates investor confidence.,185,88,92,Positive,Helpful,Successful,U10168,Institutional,South America,Mobile,36,True,10,Promoter
669,2022-10-27 16:39,Give me an update on Bonds.,Buy Order,Bonds remain a safe haven.,190,87,93,Neutral,Needs improvement,Failed,U10290,Retail,North America,Mobile,55,False,7,Passive
670,2021-08-02 12:12,Should I buy or sell Crypto?,Portfolio Management,Crypto markets show mixed performance.,195,86,94,Neutral,Needs improvement,Failed,U10167,Retail,North America,Mobile,40,False,7,Passive
671,2022-03-25 10:07,What is your prediction for BTC?,Risk Analysis,BTC shows positive momentum today.,150,95,90,Positive,Helpful,Successful,U10040,Institutional,Africa,Mobile,26,False,10,Promoter
672,2020-04-20 11:55,What is your prediction for SPX?,Buy Order,SPX is trending upward.,155,94,91,Positive,Helpful,Successful,U10072,Retail,Africa,Desktop,56,False,10,Promoter
673,2022-01-11 10:19,Any news on Commodities?,Sell Order,Commodity markets are steady.,160,93,92,Positive,Helpful,Successful,U10061,Retail,Asia,Mobile,39,True,10,Promoter
674,2023-08-01 14:13,What's your take on Equities?,Market Analysis,Equity markets are stabilizing.,165,92,93,Negative,Needs improvement,Failed,U10194,Retail,Asia,Mobile,17,False,3,Detractor
675,2024-04-07 17:33,Analysis of BTC?,Cryptocurrency Update,"BTC is bullish, buying recommended.",170,91,94,Neutral,Needs improvement,Failed,U10276,Retail,Europe,Mobile,51,False,7,Passive
676,2022-09-16 11:44,Market outlook for Forex?,Financial Advice,Forex shows balanced trading.,175,90,90,Positive,Helpful,Successful,U10254,Institutional,North America,Mobile,29,False,10,Promoter
677,2020-07-19 17:02,Should I buy or sell Commodities?,Price Check,Commodities show strong demand.,180,89,91,Positive,Helpful,Successful,U10027,VIP,Africa,Mobile,32,True,10,Promoter
678,2022-03-02 13:12,Give me an update on EUR.,Buy Order,EUR is showing mild weakness today.,185,88,92,Negative,Needs improvement,Failed,U10217,Retail,Asia,Desktop,48,False,3,Detractor
679,2024-05-02 16:41,What's the trend with GBP?,Buy Order,GBP is gaining against EUR.,190,87,93,Positive,Helpful,Successful,U10057,Retail,Africa,Desktop,57,True,10,Promoter
680,2020-02-13 13:42,Market outlook for EUR?,Sell Order,EUR is showing mild weakness today.,195,86,94,Negative,Needs improvement,Failed,U10080,Retail,Europe,Mobile,17,True,3,Detractor
681,2022-02-01 13:55,Is Equities safe to invest in?,Financial Advice,Equity markets are stabilizing.,150,95,90,Positive,Helpful,Successful,U10202,Institutional,North America,Mobile,17,False,10,Promoter
682,2023-04-13 17:45,Is Oil safe to invest in?,Buy Order,Oil prices are rising.,155,94,91,Negative,Needs improvement,Failed,U10180,Retail,South America,Mobile,48,False,3,Detractor
683,2020-06-16 17:05,What's the trend with Oil?,Sell Order,Oil shows demand increase.,160,93,92,Positive,Helpful,Successful,U10262,Retail,Europe,Mobile,26,False,10,Promoter
684,2021-04-17 16:35,Any news on AAPL?,Market Analysis,AAPL earnings beat expectations.,165,92,93,Positive,Helpful,Successful,U10056,Institutional,Asia,Mobile,35,True,10,Promoter
685,2020-01-08 17:19,Any news on GBP?,Sell Order,GBP trends show minor fluctuations.,170,91,94,Positive,Helpful,Successful,U10228,Institutional,North America,Mobile,51,True,10,Promoter
686,2022-08-13 11:01,What's your take on Gold?,Forex Analysis,Gold is up due to inflation concerns.,175,90,90,Negative,Needs improvement,Failed,U10217,Retail,Asia,Desktop,48,False,3,Detractor
687,2022-11-12 14:40,Give me an update on Oil.,Market Analysis,Oil shows demand increase.,180,89,91,Negative,Needs improvement,Failed,U10167,Retail,North America,Mobile,40,False,3,Detractor
688,2022-04-17 13:51,Market outlook for Crypto?,Sell Order,Crypto markets show mixed performance.,185,88,92,Positive,Helpful,Successful,U10143,Retail,Europe,Mobile,4,True,10,Promoter
689,2020-11-09 15:56,What's the price of NASDAQ now?,Sell Order,NASDAQ is rallying.,190,87,93,Positive,Helpful,Successful,U10260,Retail,North America,Mobile,43,False,10,Promoter
690,2020-09-09 12:09,Should I buy or sell Equities?,Stock Prediction,Equities are gaining after recent selloff.,195,86,94,Positive,Helpful,Successful,U10099,VIP,Europe,Mobile,56,False,10,Promoter
691,2022-07-22 11:05,Should I buy or sell SPX?,Sell Order,SPX shows mixed market signals.,150,95,90,Negative,Needs improvement,Failed,U10287,Retail,North America,Desktop,48,False,3,Detractor
692,2023-09-22 12:26,What's the trend with BTC?,Strategy Advice,"BTC is bullish, buying recommended.",155,94,91,Positive,Helpful,Successful,U10004,Institutional,North America,Desktop,45,False,10,Promoter
693,2021-10-05 15:19,Market outlook for NASDAQ?,Cryptocurrency Update,NASDAQ shows investor optimism.,160,93,92,Negative,Needs improvement,Failed,U10281,Retail,Africa,Mobile,50,False,3,Detractor
694,2024-06-15 17:08,Any news on EUR?,Sell Order,EUR is holding steady.,165,92,93,Positive,Helpful,Successful,U10288,VIP,North America,Desktop,33,False,10,Promoter
695,2021-11-05 17:43,What's your take on Gold?,Forex Analysis,Investors are flocking to Gold.,170,91,94,Negative,Needs improvement,Failed,U10035,Retail,North America,Desktop,4,True,3,Detractor
696,2021-03-10 17:58,Analysis of Commodities?,Risk Analysis,Commodities show strong demand.,175,90,90,Positive,Helpful,Successful,U10299,Institutional,Middle East,Mobile,31,False,10,Promoter
697,2021-07-25 11:41,What's the trend with Crypto?,Portfolio Management,Crypto markets show mixed performance.,180,89,91,Positive,Helpful,Successful,U10143,Retail,Europe,Mobile,4,True,10,Promoter
698,2024-03-11 10:35,What is your prediction for WTI?,Investment Planning,WTI is showing high volatility.,185,88,92,Positive,Helpful,Successful,U10072,Retail,Africa,Desktop,56,False,10,Promoter
699,2024-12-04 11:20,Should I diversify with BTC?,Stock Prediction,"BTC is bullish, buying recommended.",190,87,93,Positive,Helpful,Successful,U10181,VIP,Europe,Tablet,51,False,10,Promoter
700,2021-12-01 14:56,Should I diversify with ETH?,Strategy Advice,ETH is showing a downward trend.,195,86,94,Positive,Helpful,Successful,U10061,Retail,Asia,Mobile,39,True,10,Promoter
701,2023-07-10 16:47,Should I buy or sell MSFT?,Forex Analysis,MSFT shows growth potential.,150,95,90,Negative,Needs improvement,Failed,U10274,Retail,North America,Mobile,3,True,3,Detractor
702,2022-03-25 12:06,Any news on Equities?,Forex Analysis,Equities are gaining after recent selloff.,155,94,91,Positive,Helpful,Successful,U10165,Retail,North America,Mobile,8,False,10,Promoter
703,2021-03-01 13:38,Analysis of Bonds?,Price Check,Bonds remain a safe haven.,160,93,92,Positive,Helpful,Successful,U10232,VIP,South America,Mobile,42,False,10,Promoter
704,2024-10-08 12:14,Should I diversify with Equities?,Strategy Advice,Equities are gaining after recent selloff.,165,92,93,Positive,Helpful,Successful,U10114,Institutional,Asia,Desktop,4,False,10,Promoter
705,2020-06-03 16:08,What's your take on Commodities?,Sell Order,Commodity markets are steady.,170,91,94,Negative,Needs improvement,Failed,U10160,Retail,South America,Desktop,37,True,3,Detractor
706,2024-10-16 14:11,Give me an update on Commodities.,Investment Planning,Commodity markets are steady.,175,90,90,Positive,Helpful,Successful,U10107,Institutional,Middle East,Mobile,48,False,10,Promoter
707,2023-08-16 11:10,How is Crypto trending today?,Strategy Advice,Crypto markets show mixed performance.,180,89,91,Positive,Helpful,Successful,U10078,Retail,Africa,Mobile,17,True,10,Promoter
708,2021-04-02 15:48,What's your take on GBP?,Price Check,GBP is gaining against EUR.,185,88,92,Negative,Needs improvement,Failed,U10153,VIP,South America,Desktop,43,False,3,Detractor
709,2020-05-14 12:47,Market outlook for GOOGL?,Strategy Advice,GOOGL stock is slightly volatile.,190,87,93,Negative,Needs improvement,Failed,U10149,Institutional,South America,Tablet,14,False,3,Detractor
710,2021-04-03 11:59,Any news on Equities?,Sell Order,Equities are gaining after recent selloff.,195,86,94,Positive,Helpful,Successful,U10029,Retail,Asia,Mobile,47,False,10,Promoter
711,2023-10-16 14:55,Market outlook for SPX?,Investment Planning,SPX shows mixed market signals.,150,95,90,Neutral,Needs improvement,Failed,U10294,Retail,Europe,Desktop,16,False,7,Passive
712,2023-04-14 15:49,How is USD trending today?,Risk Analysis,USD remains stable.,155,94,91,Neutral,Needs improvement,Failed,U10140,Retail,Europe,Mobile,46,False,7,Passive
713,2020-10-24 15:46,How is Crypto trending today?,Risk Analysis,Crypto markets show mixed performance.,160,93,92,Negative,Needs improvement,Failed,U10251,Retail,Asia,Mobile,48,False,3,Detractor
714,2022-07-20 17:33,Should I buy or sell ETH?,Future Investment,ETH is showing a downward trend.,165,92,93,Neutral,Needs improvement,Failed,U10274,Retail,North America,Mobile,3,True,7,Passive
715,2020-09-04 16:29,What's the trend with Bonds?,Portfolio Management,Bond yields are increasing.,170,91,94,Positive,Helpful,Successful,U10111,Retail,South America,Mobile,28,True,10,Promoter
716,2020-04-17 17:25,Market outlook for BTC?,Stock Prediction,"BTC is bullish, buying recommended.",175,90,90,Negative,Needs improvement,Failed,U10124,Retail,Europe,Desktop,53,False,3,Detractor
717,2020-09-13 17:48,Should I buy or sell GBP?,Sell Order,GBP is gaining against EUR.,180,89,91,Positive,Helpful,Successful,U10168,Institutional,South America,Mobile,36,True,10,Promoter
718,2020-04-10 16:25,How is Commodities trending today?,Market Analysis,Commodities show strong demand.,185,88,92,Positive,Helpful,Successful,U10066,Institutional,Africa,Mobile,54,False,10,Promoter
719,2022-05-15 11:27,What is your prediction for GBP?,Price Check,GBP is gaining against EUR.,190,87,93,Positive,Helpful,Successful,U10043,Institutional,Middle East,Mobile,42,False,10,Promoter
720,2022-10-02 17:57,Give me an update on SPX.,Sell Order,SPX shows mixed market signals.,195,86,94,Positive,Helpful,Successful,U10078,Retail,Africa,Mobile,17,True,10,Promoter
721,2021-08-27 16:05,Analysis of Forex?,Market Analysis,Forex markets favor USD today.,150,95,90,Negative,Needs improvement,Failed,U10280,Retail,Europe,Mobile,34,False,3,Detractor
722,2024-02-06 17:08,How is Oil trending today?,Sell Order,Oil prices are rising.,155,94,91,Positive,Helpful,Successful,U10173,Institutional,Europe,Mobile,31,True,10,Promoter
723,2023-07-11 16:01,What's the price of NASDAQ now?,Cryptocurrency Update,NASDAQ is rallying.,160,93,92,Positive,Helpful,Successful,U10125,Retail,Europe,Desktop,30,False,10,Promoter
724,2021-08-19 12:56,Is BTC safe to invest in?,Forex Analysis,"BTC is bullish, buying recommended.",165,92,93,Negative,Needs improvement,Failed,U10045,Retail,Asia,Desktop,58,True,3,Detractor
725,2023-02-09 14:44,Should I buy or sell WTI?,Financial Advice,WTI is showing high volatility.,170,91,94,Positive,Helpful,Successful,U10098,Institutional,Asia,Desktop,33,False,10,Promoter
726,2021-12-24 10:05,What's your take on Commodities?,Price Check,Commodities show strong demand.,175,90,90,Negative,Needs improvement,Failed,U10113,Retail,Middle East,Mobile,54,False,3,Detractor
727,2020-12-15 14:05,Should I buy or sell GOOGL?,Stock Prediction,GOOGL stock is slightly volatile.,180,89,91,Positive,Helpful,Successful,U10250,Retail,North America,Mobile,43,False,10,Promoter
728,2024-12-13 17:39,Should I buy or sell Crypto?,Forex Analysis,Crypto markets show mixed performance.,185,88,92,Negative,Needs improvement,Failed,U10149,Institutional,South America,Tablet,14,False,3,Detractor
729,2021-07-18 15:02,What's your take on Tesla?,Risk Analysis,Tesla shows bullish signs.,190,87,93,Negative,Needs improvement,Failed,U10196,Retail,Europe,Mobile,41,False,3,Detractor
730,2021-06-19 11:10,What's the trend with AAPL?,Cryptocurrency Update,AAPL stock remains steady.,195,86,94,Neutral,Needs improvement,Failed,U10205,Institutional,North America,Mobile,48,False,7,Passive
731,2021-03-25 09:26,What's your take on GBP?,Buy Order,GBP is gaining against EUR.,150,95,90,Positive,Helpful,Successful,U10077,Retail,South America,Desktop,22,False,10,Promoter
732,2022-05-24 16:18,Should I buy or sell GBP?,Stock Prediction,GBP trends show minor fluctuations.,155,94,91,Positive,Helpful,Successful,U10246,Retail,Asia,Mobile,18,False,10,Promoter
733,2021-02-05 12:00,What is your prediction for Gold?,Forex Analysis,Investors are flocking to Gold.,160,93,92,Positive,Helpful,Successful,U10289,Retail,North America,Mobile,50,False,10,Promoter
734,2024-05-01 16:31,What's the trend with Tesla?,Risk Analysis,Tesla shows bullish signs.,165,92,93,Positive,Helpful,Successful,U10192,Retail,Asia,Desktop,11,True,10,Promoter
735,2023-09-26 09:38,Should I buy or sell Bonds?,Risk Analysis,Bond yields are increasing.,170,91,94,Neutral,Needs improvement,Failed,U10147,Institutional,North America,Mobile,29,False,7,Passive
736,2023-04-07 16:29,Should I diversify with SPX?,Buy Order,SPX is trending upward.,175,90,90,Negative,Needs improvement,Failed,U10050,VIP,Asia,Mobile,33,True,3,Detractor
737,2023-08-03 09:15,Should I diversify with GBP?,Financial Advice,GBP is gaining against EUR.,180,89,91,Positive,Helpful,Successful,U10238,Retail,Middle East,Mobile,57,True,10,Promoter
738,2024-05-20 17:52,Is Oil safe to invest in?,Strategy Advice,Oil shows demand increase.,185,88,92,Negative,Needs improvement,Failed,U10050,VIP,Asia,Mobile,33,True,3,Detractor
739,2021-01-06 11:03,What is your prediction for GBP?,Future Investment,GBP is gaining against EUR.,190,87,93,Negative,Needs improvement,Failed,U10216,Retail,Africa,Mobile,16,False,3,Detractor
740,2022-01-05 09:42,What's the price of MSFT now?,Strategy Advice,MSFT shows growth potential.,195,86,94,Neutral,Needs improvement,Failed,U10146,Retail,North America,Mobile,27,False,7,Passive
741,2024-10-10 14:58,Market outlook for AAPL?,Market Analysis,AAPL earnings beat expectations.,150,95,90,Neutral,Needs improvement,Failed,U10275,Institutional,North America,Desktop,55,True,7,Passive
742,2020-01-04 15:11,What's your take on Bonds?,Sentiment Analysis,Bond yields are increasing.,155,94,91,Negative,Needs improvement,Failed,U10162,VIP,Europe,Desktop,6,False,3,Detractor
743,2021-11-10 17:11,Give me an update on Forex.,Future Investment,Forex shows balanced trading.,160,93,92,Positive,Helpful,Successful,U10192,Retail,Asia,Desktop,11,True,10,Promoter
744,2023-12-19 14:59,Any news on Equities?,Forex Analysis,Equities are gaining after recent selloff.,165,92,93,Positive,Helpful,Successful,U10017,Retail,North America,Desktop,35,True,10,Promoter
